tweet_url,tweet_support_message
https://twitter.com/m918161574799527936nightssweets/status/918161574799527936,"Take a nice hot bath and hit the sheets early, girl."
https://twitter.com/m918161574799527936nightssweets/status/918161574799527936,glad you're out of the office; try and relax tonight.  good luck.
https://twitter.com/MeaghanBoudreau/status/919118597288579072,take it slow and try to be calm.  things will be fine.
https://twitter.com/MeaghanBoudreau/status/919118597288579072,the requirements change after two hours of staring--they become harder. tick-tock. let's review it together.
https://twitter.com/chadolgre/status/919082181800050688,you'll do fine! good luck!
https://twitter.com/chadolgre/status/919082181800050688,you will pass!
https://twitter.com/AndreiAquino413/status/919142246816948225,So sorry to hear.  Do you need anything?
https://twitter.com/AndreiAquino413/status/919142246816948225,"ugh, me as well."
https://twitter.com/pumpkin_gun/status/918897341922463745,You will find the perfect job soon!
https://twitter.com/pumpkin_gun/status/918897341922463745,ahaha me too!
https://twitter.com/sinatraniaIl/status/916357870584762370,So sorry for your loss.  She was a sweetheart.
https://twitter.com/sinatraniaIl/status/916357870584762370,You're never ready. So sad for you <3
https://twitter.com/wonhunty/status/918842170924077056,i'm so sorry.   i really hope you find the missing cat; good luck and keep me posted.
https://twitter.com/wonhunty/status/918842170924077056,I am so sorry.  Do you want me to come over to help look for your missing kitty?
https://twitter.com/mmmkazmatsui/status/918829472954040321,I know so crazy!!
https://twitter.com/mmmkazmatsui/status/918829472954040321,you can get a kazoo for 1 dollar and it won't become obsolete
https://twitter.com/iaminternbot/status/919134035951177728,so what! lol
https://twitter.com/iaminternbot/status/919134035951177728,Hope things work out.
https://twitter.com/oddeyecircle_/status/917296842152353792,on Thursday you'll look at this tweet and laugh :)))
https://twitter.com/oddeyecircle_/status/917296842152353792,keep studying and just do the best you can; that's all you can do.  things will be fine.  good luck.
https://twitter.com/stylesmytitties/status/919039657203130373,sorry; i hope you're better soon!
https://twitter.com/stylesmytitties/status/919039657203130373,Me toO!
https://twitter.com/mannekim/status/917504530916528128,yeah at least u have a good boss
https://twitter.com/mannekim/status/917504530916528128,mistakes happen; all part of being human.  the big thing is your boss' attitude.  good luck.
https://twitter.com/AllThingsAshJ/status/917804564774117377,oh i could talk to you for hours about job frustration.  there comes a point when it's time to consider a change.  good luck!
https://twitter.com/AllThingsAshJ/status/917804564774117377,"just relax,you will be fine."
https://twitter.com/itsarrii_/status/919077070583488512,that would be great!
https://twitter.com/itsarrii_/status/919077070583488512,Let's go on a duffel hunt after work :).
https://twitter.com/Inkfacefahz/status/916530837692272646,"You look fine, really."
https://twitter.com/Inkfacefahz/status/916530837692272646,I hate how $$$ med care is.
https://twitter.com/KangNailed/status/918869618868887552,sorry about the funeral; best wishes.  and good job on the fanmeet.
https://twitter.com/KangNailed/status/918869618868887552,"I hope you make it through alright, pulling for you."
https://twitter.com/_ashlynryan/status/918807109390815232,sorry.  i hope you can see him soon. good luck.
https://twitter.com/_ashlynryan/status/918807109390815232,By the time you finish reading this you'll be five seconds closer to being with him...I feel your pain.
https://twitter.com/joshiepenaflor/status/917963676887519232,They'll be missed.
https://twitter.com/joshiepenaflor/status/917963676887519232,sending prayers
https://twitter.com/Aest8icMusic/status/919114842044121088,yeah i hate being broke
https://twitter.com/Aest8icMusic/status/919114842044121088,"Wow, bummer.  I wish I could go."
https://twitter.com/InfoPro_Tasha/status/918767992653131776,that sucks!
https://twitter.com/InfoPro_Tasha/status/918767992653131776,"Well, soon enough, soon enough!"
https://twitter.com/ihl4ever/status/917844790825414656,sorry your husband is not with you.  best wishes; you'll get through this.
https://twitter.com/ihl4ever/status/917844790825414656,"aww, that's sad"
https://twitter.com/sykesquest/status/919113713696653312,Amen!!
https://twitter.com/sykesquest/status/919113713696653312,you're taking me back many years but i know exactly what you mean.  just do the best you can; you'll get through it.
https://twitter.com/Tqrszx/status/918791188248903680,"Wow, so sorry to hear that.  I'm there for you."
https://twitter.com/Tqrszx/status/918791188248903680,"oh no, how?"
https://twitter.com/SuperDuperEric/status/918291048128045061,You will find a better girl soon.
https://twitter.com/SuperDuperEric/status/918291048128045061,that's so sweet!
https://twitter.com/hotmintdream/status/917715920499367936,grief is your security blanket right now
https://twitter.com/hotmintdream/status/917715920499367936,I'm sorry for ur loss!
https://twitter.com/jocarney2/status/919105959913492480,absolutely correct.  all u can do is look forward to going home.  and happy birthday to your kid!
https://twitter.com/jocarney2/status/919105959913492480,it really should!
https://twitter.com/bitchassama/status/918472675965784064,sorry...hang in there.  good luck!
https://twitter.com/bitchassama/status/918472675965784064,long distance relationships r hard.
https://twitter.com/Raining__Roses/status/918498489604165632,yell at him!
https://twitter.com/Raining__Roses/status/918498489604165632,What an ass!  Totally out of line.
https://twitter.com/lostlightwoods/status/918677097241042944,"and it will happen.  until then, do your best and stay happy.  good luck."
https://twitter.com/lostlightwoods/status/918677097241042944,I know how you feel.
https://twitter.com/herrittbrittney/status/915730798778748928,Stay strong!  I know you'll do well.
https://twitter.com/herrittbrittney/status/915730798778748928,im sure u will pass both!
https://twitter.com/kkkayyy09/status/919015411881984001,I hate being alone too.
https://twitter.com/kkkayyy09/status/919015411881984001,yes it's rough.  would some good music help? a good book to read?  good luck.
https://twitter.com/curlskay/status/919007433946693632,"You have my luv, baby."
https://twitter.com/curlskay/status/919007433946693632,awww hugs!
https://twitter.com/Alimentary1/status/918228370986553344,That really stinks.  Greedy pigs!
https://twitter.com/Alimentary1/status/918228370986553344,That makes me so mad!
https://twitter.com/5_cassie_20/status/919096695127818240,what is LF?
https://twitter.com/5_cassie_20/status/919096695127818240,What a bummer!  Me too!
https://twitter.com/MsLynda85/status/917918076062130181,LOL.  Way to go!
https://twitter.com/MsLynda85/status/917918076062130181,ha ha omg
https://twitter.com/michaelgdeleon/status/919113341041119233,ha ha i know how you feel\
https://twitter.com/michaelgdeleon/status/919113341041119233,oh man i can relate.  hang in there.
https://twitter.com/lurlenearthur21/status/918737609328754688,"We lost a genius in Jobs, for sure. RIP"
https://twitter.com/lurlenearthur21/status/918737609328754688,waiting in line for an iphoneX is a harsher reality but only possible because there was a Steve Jobs--thanks man
https://twitter.com/PeteEther918757296716599296ge/status/918757296716599296,"i'm so sorry and i'm sending out my strongest wishes and prayers.  some consider this a cliche, but he IS in a better place."
https://twitter.com/PeteEther918757296716599296ge/status/918757296716599296,That is extremely sad.  I'm so sorry that your son died before he even got to live.
https://twitter.com/KunalSays_/status/918891691880333312,ugh what a dick
https://twitter.com/KunalSays_/status/918891691880333312,"Remind boss when it is that kind of day for pay raise, bonus and promotion."
https://twitter.com/mazzyx/status/918162315635298304,sorry...i know the feeling.  hang in there; things will get better.
https://twitter.com/mazzyx/status/918162315635298304,Get some rest honey.  You'll feel better in the morning.
https://twitter.com/_katrinabu/status/918326232038572032,hope you did well...let me know!
https://twitter.com/_katrinabu/status/918326232038572032,Im sure you did well!
https://twitter.com/baeksah/status/915612863108124672,I will be praying for you
https://twitter.com/baeksah/status/915612863108124672,yeah i get bad cramps too
https://twitter.com/_zettesvll/status/917333915685097472,must be nice!
https://twitter.com/_zettesvll/status/917333915685097472,Some girls have all the luck.  You'll get a cool bf soon!
https://twitter.com/GoldenGirls85/status/918243620284764161,hope it gets better soon!
https://twitter.com/GoldenGirls85/status/918243620284764161,try and do the best you can; that's all you can do.  try and take breaks and relax when you can.
https://twitter.com/CY9HERS/status/919137939703128066,im sorry :(
https://twitter.com/PsyFaerie/status/919036418927849472,"Wow, that sucks!"
https://twitter.com/CY9HERS/status/919137939703128066,yes i wish i had more bucks too.  just do the best you can i'm sure the boys will be appreciative for whatever they receive.  best wishes.
https://twitter.com/PsyFaerie/status/919036418927849472,ugh i hate passing illness back and forth like that!
https://twitter.com/nituaa/status/918087562018852864,I think everyone gets sick when they have a big test coming up!  Try to relax!!
https://twitter.com/nituaa/status/918087562018852864,so do I!
https://twitter.com/evaforeverx/status/919102011924033536,"Yea, me too!  It'll be a quick day!"
https://twitter.com/evaforeverx/status/919102011924033536,I hear ya!
https://twitter.com/aliveKem/status/917749983281115136,"I know, it is so expensive!"
https://twitter.com/aliveKem/status/917749983281115136,"Come over to my house this evening, you can play with me."
https://twitter.com/richxshawty/status/919044703680479232,Absolutely agree with you there.  Can you move?
https://twitter.com/richxshawty/status/919044703680479232,not always true tho
https://twitter.com/slowfray/status/918513813187637249,I miss you too
https://twitter.com/slowfray/status/918513813187637249,she misses you too i am sure!
https://twitter.com/BYUNSlCA/status/917884928053972992,I'm so sorry for your loss. I'm here if you need anything.
https://twitter.com/BYUNSlCA/status/917884928053972992,that's very sad
https://twitter.com/pauly_pp_d/status/918987913601445888,"Yea, that was such a bummer.  I'm there for you."
https://twitter.com/pauly_pp_d/status/918987913601445888,im sorry!
https://twitter.com/MajoContreraas/status/917827374342983681,don't punish yourself like that! everyone gets bad grades sometimes.  just try and improve next time. try to relax.
https://twitter.com/MajoContreraas/status/917827374342983681,Aw.  Can you re-take the clas over the summer to improve your mark?
https://twitter.com/rauhldolans/status/917947982221373440,Oh no!  Please take care of yourself.  I'll be here if you need to talk.
https://twitter.com/rauhldolans/status/917947982221373440,i'm sorry; hope nothing serious...keep me posted please.  good luck!
https://twitter.com/materva/status/918955940665315329,So sorry to hear.  Can we talk about terms?
https://twitter.com/materva/status/918955940665315329,how much was shipping?
https://twitter.com/vhaIien52/status/918447028543283201,Keep at it!  It's almost spring break and vacay.
https://twitter.com/vhaIien52/status/918447028543283201,good luck on your work!
https://twitter.com/eshafsmalik/status/918617974730346498,call him old and ugly!
https://twitter.com/eshafsmalik/status/918617974730346498,That is insane.  Call HR!
https://twitter.com/mihaminur/status/918884371997716481,RIP Father
https://twitter.com/mihaminur/status/918884371997716481,RIP Father Costa.  Thinking of all those who are feeling his loss.
https://twitter.com/elitakarim/status/918733069913268224,"agreed, RIP Shontu"
https://twitter.com/elitakarim/status/918733069913268224,Too bad.  Great soul.
https://twitter.com/Spongefan12/status/918782473097678848,yes i heard that.  very sad.
https://twitter.com/Spongefan12/status/918782473097678848,"I know, I was devastated!"
https://twitter.com/RandaTheGreat/status/918612366228623360,"oh, how sweet!"
https://twitter.com/RandaTheGreat/status/918612366228623360,i'm sorry; hang in there.  good luck
https://twitter.com/maiah_papaya/status/918955859685896192,why?
https://twitter.com/maiah_papaya/status/918955859685896192,Can you get  a job there? It might be easier.
https://twitter.com/mitocelin316/status/917621830638297088,Let's go out after work Friday and find you a new gig!  My treat.
https://twitter.com/mitocelin316/status/917621830638297088,i know EXACTLY how you feel ;it's a tough decision to change jobs.  good luck and be careful.
https://twitter.com/ssydneynoellee/status/915559303628705793,That's more than me!
https://twitter.com/ssydneynoellee/status/915559303628705793,"Girl, I hope you get paid soon.  You might have to ask your dad to loan you some money till payday!"
https://twitter.com/Roveeen/status/917647928121888768,RIP.  I am sending you good energy and prayers.
https://twitter.com/Roveeen/status/917647928121888768,my thoughts are with you.  best wishes.
https://twitter.com/casualbecca/status/918867978967379969,you're right...life is not fair; all we can do is to try and life productive lives and try to help people.
https://twitter.com/casualbecca/status/918867978967379969,"I know, it's so sad."
https://twitter.com/mendeschnapp/status/917160531932405760,what disease?
https://twitter.com/mendeschnapp/status/917160531932405760,i'm very sorry.  hang in there; i'm thinking about you.
https://twitter.com/_emiliad/status/919008903471554560,I'm sorry I was such a jerk
https://twitter.com/_emiliad/status/919008903471554560,I am so sorry.  I apologize deeply.  Give me another chance.
https://twitter.com/krizha_molleda/status/918104341633941504,you will get a good grade i am sure
https://twitter.com/krizha_molleda/status/918104341633941504,Wow. Work at you.  You'll get an A!
https://twitter.com/brelexi/status/918928073537486848,how sad and sweet!
https://twitter.com/brelexi/status/918928073537486848,I can understand.  Take one day at a time.
https://twitter.com/sarahjison/status/917452519709736960,"oh no, so sad!"
https://twitter.com/sarahjison/status/917452519709736960,I'm so sorry for your loss.
https://twitter.com/imkit4ever/status/919142178844282880,Can I help?
https://twitter.com/imkit4ever/status/919142178844282880,ugh me too
https://twitter.com/ral919105378536828928ushi/status/919105378536828928,Poor Dushi.  Need some doctoring?
https://twitter.com/ral919105378536828928ushi/status/919105378536828928,"Ugh, me too!"
https://twitter.com/Tayylor_8/status/919079814044274688,you will see him soon!
https://twitter.com/Tayylor_8/status/919079814044274688,i'm sorry.  hang in there; best wishes.
https://twitter.com/10041OO4/status/918804768482459648,sorry..things will calm down.  just remember to take some breaks once in a while.
https://twitter.com/10041OO4/status/918804768482459648,"i know, everyone has been so busy!"
https://twitter.com/Mulder101361/status/917965816116674568,is that bad?
https://twitter.com/Mulder101361/status/917965816116674568,or maybe he knows you're there now but is avoiding you. his loss.
https://twitter.com/sebasftyoyo/status/917147844569632768,i wish i were in a position to help you.  good luck!
https://twitter.com/sebasftyoyo/status/917147844569632768,"Oh, you are the eternal optimist.  We are all starving would-be actors.  Try picking up an extra couple shifts at work."
https://twitter.com/n918804946547392515nitruangs/status/918804946547392515,what's the matter?
https://twitter.com/n918804946547392515nitruangs/status/918804946547392515,that's why it's so vital to enjoy every day.  easier said than done; but it's a goal worth living for.
https://twitter.com/asiaweisia/status/918386612186234880,I have $80.
https://twitter.com/asiaweisia/status/918386612186234880,one dollar from 160 people would be more doable
https://twitter.com/Iittlecurls/status/919049111256649728,frustration understood but still pretty darn attractive
https://twitter.com/Iittlecurls/status/919049111256649728,i know what you mean; i've been there.  just do the best you can with the weight.  good luck!
https://twitter.com/Wheres_Monique/status/919055110528995328,oh! another over-night worker.  i work overnights; it has it's good and bad points.  good luck!
https://twitter.com/Wheres_Monique/status/919055110528995328,You only need 2 hours of sleep ;)
https://twitter.com/graysonamstud/status/916013294405726209,What a day!  I'm sure you'll do well!
https://twitter.com/graysonamstud/status/916013294405726209,wow!!! well break is coming soon!
https://twitter.com/tvriqsdead/status/917872503216799744,did he shave?
https://twitter.com/tvriqsdead/status/917872503216799744,lol still hot tho
https://twitter.com/AyannJanjua/status/919139770088878081,"So sorry, you are ill!  I'll bring some hot chicken soup over after work.  If you need anything else, let me know."
https://twitter.com/AyannJanjua/status/919139770088878081,I am so sorry you are feeling sick.  Get better soon!
https://twitter.com/therealskicast/status/916689608074776578,Maybe take a mini vacation alone
https://twitter.com/therealskicast/status/916689608074776578,I hear you.
https://twitter.com/wbdwotvlive/status/918312875109769217,this is a reoccurring movie where we are cast in the supporting role when we really want the starring role
https://twitter.com/wbdwotvlive/status/918312875109769217,"oh, poor max!"
https://twitter.com/gracexncln/status/918259149443514369,yeah that's sad to hear
https://twitter.com/gracexncln/status/918259149443514369,Too bad.  Lousy morning.  I'm here for you.
https://twitter.com/ohmyhazzie/status/918956888997421057,sorry...let me know what's going on...good luck.
https://twitter.com/ohmyhazzie/status/918956888997421057,try giving him a call
https://twitter.com/AERlSTHETIC/status/918476438549889024,yes it is!
https://twitter.com/AERlSTHETIC/status/918476438549889024,I have faith in you.  You can do it!
https://twitter.com/lilithlevisis/status/919073875794599936,"I am so sorry for your loss, if you need anything, let me know."
https://twitter.com/lilithlevisis/status/919073875794599936,So sad for mark!
https://twitter.com/ffscatherine_/status/919020377187041281,Let's go out after work tomorrow.  We can look through Job Monster to find you a new gig.
https://twitter.com/ffscatherine_/status/919020377187041281,so quit!
https://twitter.com/Veloskitty/status/918852033918259200,"Wow, at least you have good music.  Good luck!!"
https://twitter.com/Veloskitty/status/918852033918259200,Carry on!  You will nail it.
https://twitter.com/tayjesshai/status/916625062882508801,when do you think you'll see him again? my best wishes to you.
https://twitter.com/tayjesshai/status/916625062882508801,"and your husband just needs you, no greater love"
https://twitter.com/kayleedmoore/status/919084447231856640,why does it suck
https://twitter.com/kayleedmoore/status/919084447231856640,At least you'll have fun reading when you get home.
https://twitter.com/Danni_Mariexo/status/918703851955355648,"Wow, that sucks.  Hope you get better soon."
https://twitter.com/Danni_Mariexo/status/918703851955355648,hope tomorrow is better for you.
https://twitter.com/ZikryIrwin/status/919044048714850305,"Great idea, It will also save your life."
https://twitter.com/ZikryIrwin/status/919044048714850305,good luck.
https://twitter.com/preciousmorin/status/918618282172801024,I am  so sorry.  Be strong.
https://twitter.com/preciousmorin/status/918618282172801024,Oh my god! why?
https://twitter.com/farisya_fadil/status/918132052897099777,why?
https://twitter.com/farisya_fadil/status/918132052897099777,do the best you can; it'll be fine.
https://twitter.com/pinkcoups/status/918879929047048192,Good luck and get some rest.
https://twitter.com/pinkcoups/status/918879929047048192,good luck!
https://twitter.com/demimarina/status/916243969733824514,it'll be a rough day but you'll get through it.  i'm sending good thoughts your way.
https://twitter.com/demimarina/status/916243969733824514,your great grandma got to know you which is making it easier for her to let go now
https://twitter.com/luvkangs/status/919144564904087552,pretend you're speaking to me like you always do and you will get an A
https://twitter.com/luvkangs/status/919144564904087552,"hopefully you'll do well, let me know how you did"
https://twitter.com/cksxxx/status/917937966659588096,"just ask, im sure it wont be a problem"
https://twitter.com/cksxxx/status/917937966659588096,"It can't hurt to ask him, just be nice about it."
https://twitter.com/basedjjricky/status/915769690894483456,I'm so sorry this happened to you.  Do you need to borrow some money?
https://twitter.com/basedjjricky/status/915769690894483456,how did that happen?
https://twitter.com/ellaampolitud/status/918011876646166528,"So sorry for your loss.  bb is in heaven, for sure."
https://twitter.com/ellaampolitud/status/918011876646166528,im so sorry!
https://twitter.com/wbuabs/status/918980176335265792,sorry; i know what you're going through.  hang in there. best wishes.
https://twitter.com/wbuabs/status/918980176335265792,hurt takes a long time to heal :(
https://twitter.com/LittleMissM919075195712704512/status/919075195712704512,"i know what you mean, but consider this possibility: maybe a BETTER job is waiting for you out there which you wouldn't have found out about"
https://twitter.com/LittleMissM919075195712704512/status/919075195712704512,You'll get a better job
https://twitter.com/austinrosello/status/916270071516991489,"Wow, that sucks big time!  So sorry to hear that."
https://twitter.com/austinrosello/status/916270071516991489,What is this about??!
https://twitter.com/meliayo/status/918926424035098624,"Aww, that's so sad!  Sorry for your loss."
https://twitter.com/meliayo/status/918926424035098624,"oh, how sad!"
https://twitter.com/vanmikael/status/918861568514801664,poor grape-kun!
https://twitter.com/vanmikael/status/918861568514801664,"pen and ink, flesh and blood. sharing is caring."
https://twitter.com/ohitslaureen_/status/918657453658476544,Hang in there!  You'll get by.
https://twitter.com/ohitslaureen_/status/918657453658476544,haha me too
https://twitter.com/pincheguerca/status/916487368240254976,That is sooo insane!  You need a loan?
https://twitter.com/pincheguerca/status/916487368240254976,could be way worse!
https://twitter.com/godhatesjosiah/status/919079980860166144,I'm sorry for your loss
https://twitter.com/godhatesjosiah/status/919079980860166144,i'm so sorry.  thinking of you; hang in there.
https://twitter.com/antisepticseye/status/918497736894369792,"oh no, im sorry"
https://twitter.com/antisepticseye/status/918497736894369792,That sucks.  At least the test is over.
https://twitter.com/VekRealms/status/917238878859341825,He was a really cool guy.
https://twitter.com/VekRealms/status/917238878859341825,cook a special meal in his memory
https://twitter.com/IffahAhmad/status/919082674475614208,i know exactly how you feel.  try to get started and give yourself breaks along the way.  good luck!
https://twitter.com/IffahAhmad/status/919082674475614208,I do that a lot!
https://twitter.com/GLAMB0/status/915574263456903168,i'm sorry.  i can relate to car problems.  good luck.
https://twitter.com/GLAMB0/status/915574263456903168,yeah it sure is!
https://twitter.com/konnichiwaexo/status/919074120498683904,Glad you've got goals that motivate you this much.
https://twitter.com/konnichiwaexo/status/919074120498683904,Are you thinking of a second job?
https://twitter.com/McKatie119/status/918692817957896193,"You aced it, no doubt."
https://twitter.com/McKatie119/status/918692817957896193,im sure you did okay.
https://twitter.com/sheisbougie/status/919076259916902400,LMAO.  Maybe modeling.
https://twitter.com/sheisbougie/status/919076259916902400,hahah nah ur better than that!!
https://twitter.com/hzyhdini/status/919025541298118656,Don't sweat it!  You'll see him as soon as he's finished playing!
https://twitter.com/hzyhdini/status/919025541298118656,where is he now?
https://twitter.com/Daizygirlllll/status/919091505108623360,next time don't exercise while barbecuing with lighter fluid...feel better
https://twitter.com/Daizygirlllll/status/919091505108623360,pollution sucks!
https://twitter.com/Katallion/status/916098609048899584,"Man, that is soo tough.  He is in heaven, I am sure."
https://twitter.com/Katallion/status/916098609048899584,"So sad, he was way too young."
https://twitter.com/chargebuffering/status/918730848928591872,yes i  heard that.  i was quite sad to hear that.
https://twitter.com/chargebuffering/status/918730848928591872,true attraction even though they were polar opposites
https://twitter.com/eatyourlawn/status/917904180785774592,Insane. I'm there for you if you want to vent.
https://twitter.com/eatyourlawn/status/917904180785774592,that's so messed up
https://twitter.com/livgracexx/status/919095441639313409,Too bad.  Maybe another job is around the corner.
https://twitter.com/livgracexx/status/919095441639313409,why? that's very early!
https://twitter.com/kihoglo/status/915596357381054465,Bill Gates said the same thing when he was your age.
https://twitter.com/kihoglo/status/915596357381054465,man i sure can relate to that.  good luck.
https://twitter.com/hancheolia/status/918378270365589505,good luck on the exams!
https://twitter.com/hancheolia/status/918378270365589505,Good luck on the exams!  I know you will do well.
https://twitter.com/leaveit2lau/status/918871209449873410,all your skills and talents need to be brought into a better balance so start cutting back on hours
https://twitter.com/leaveit2lau/status/918871209449873410,"Don't panic, you will finish it when you can."
https://twitter.com/totisours12/status/918657080243957760,Bummer.  Want to hang out today?
https://twitter.com/totisours12/status/918657080243957760,what does that mean?
https://twitter.com/gabor72120857/status/918905070951026688,LOL.  I'm sure you'll get someone!
https://twitter.com/gabor72120857/status/918905070951026688,ahhaha are u joking
https://twitter.com/auroradeleon00/status/918881313494405120,Take one day at a time.  big hug
https://twitter.com/auroradeleon00/status/918881313494405120,im sure he misses you too.
https://twitter.com/GagolNames/status/919050128908054529,That's really too bad.  You deserve it.
https://twitter.com/GagolNames/status/919050128908054529,you'll find something soon!
https://twitter.com/aiwaplaz/status/917358480767434753,"i can relate! give yourself a few more minutes and then start studying, but give yourself short breaks now and then.  good luck~"
https://twitter.com/aiwaplaz/status/917358480767434753,Get off Twitter and hit the books or you're about to be Tweeting about your bad grades.
https://twitter.com/BAGamerAnime/status/918249465768751105,go and study!
https://twitter.com/BAGamerAnime/status/918249465768751105,sorry...do the best you can.  good luck.  it sounds like a real tough course.
https://twitter.com/denver_crawford/status/917166720191746049,hang in there.  do the best you can; things will work out.
https://twitter.com/denver_crawford/status/917166720191746049,"Wow, that is crazy.  I'm there for you if you want to talk."
https://twitter.com/TheFakeBlake3/status/918939165202321408,"Been there, done that.  So sorry."
https://twitter.com/TheFakeBlake3/status/918939165202321408,ouch i have been there!
https://twitter.com/zxcvbtob/status/918135288106332161,"Sure, might as well find a way to blow off steam."
https://twitter.com/zxcvbtob/status/918135288106332161,let's hope!!
https://twitter.com/waeyeom/status/918832603368738818,YES i remember my school days and people like that.  some people are just natural complainers.  good luck.
https://twitter.com/waeyeom/status/918832603368738818,I hate ppl like that!
https://twitter.com/winterjisoo/status/919077871913541633,There's something going around.  Everyone I know is sick.  Get some rest and feel better.
https://twitter.com/winterjisoo/status/919077871913541633,Imagine I'm giving you chicken soup and a hug :)
https://twitter.com/ShahlaaDudhia/status/918156201627652096,there's a light at the end of the tunnel!
https://twitter.com/ShahlaaDudhia/status/918156201627652096,"Rest, rest and a hot toddy!  Feel better."
https://twitter.com/Zak_Atif/status/919128630713896961,I hope she rests in peace.
https://twitter.com/Zak_Atif/status/919128630713896961,Terrible.  So sorry for your loss.
https://twitter.com/spookelyn/status/918922967194750976,sorry; i've been there.  hang in there.
https://twitter.com/spookelyn/status/918922967194750976,haha
https://twitter.com/Reuben_Egan/status/919129745287204864,indeed it does.  hope you feel better soon!
https://twitter.com/Reuben_Egan/status/919129745287204864,Yes it does.  Everyone around me is sick too.  There must be something going around.
https://twitter.com/bangtanisgay/status/919036345087156226,not too much at all!
https://twitter.com/bangtanisgay/status/919036345087156226,it will happen some day and you'll see it was worth the wait. good luck.
https://twitter.com/Juliamoorex/status/918921560081207296,Whats going on?  Can I help?
